,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO
165,31146650,3.9,EE CORONEL MARIANO MURTA,Minas Gerais,MG,Sudeste,Coronel Murta,CENTRO,39635000,R MESTRA LOURDES,115
166,31322512,5.1,EE PROFESSOR MILTON SANTOS,Minas Gerais,MG,Sudeste,Coronel Pacheco,CENTRO,36155000,R DR OSCAR VIDAL 1,0
167,31054879,4.8,EE PROFESSOR MAXIMIANO LAMBERT,Minas Gerais,MG,Sudeste,Córrego do Bom Jesus,CENTRO,37605000,R CEL EMILIANO,168
168,31020265,4.6,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,Minas Gerais,MG,Sudeste,Córrego Novo,CENTRO,35345000,AV PREFEITO CARLITO CAETANO CAMPOS,9
169,31008915,4.2,EE DOM SILVERIO,Minas Gerais,MG,Sudeste,Crucilândia,CENTRO,35478000,RUA NOSSA SENHORA DE LOURDES,150
170,31278718,4.4,EE CANDIDA CORTES CORREA,Minas Gerais,MG,Sudeste,Cruzeiro da Fortaleza,CENTRO,38735000,PCA STA CRUZ,740
171,31172456,4.5,EE MONSENHOR JOAO CANCIO,Minas Gerais,MG,Sudeste,Cruzília,KENNEDY,37445000,R CEL SERAFIM PEREIRA,497
172,31172464,4.2,EE SAO SEBASTIAO,Minas Gerais,MG,Sudeste,Cruzília,CENTRO,37445000,PCA MONS JOAO CANCIO,87
173,31184411,3.9,EE DE MARISTELA,Minas Gerais,MG,Sudeste,Curral de Dentro,MARISTELA DE MINAS,39569000,LOCALIDADE,180
174,31140716,4.3,EE BOLIVAR DE FREITAS,Minas Gerais,MG,Sudeste,Curvelo,CENTRO,35790171,RUA DR JOSE LOURENCO,16
175,31140791,4.4,EE MAJOR ANTONIO SALVO,Minas Gerais,MG,Sudeste,Curvelo,BELA VISTA,35796126,RUA OLEGARIO MACIEL,413
176,31140821,3,EE SAO GERALDO,Minas Gerais,MG,Sudeste,Curvelo,PASSAGINHA,35792278,RUA FRANCISCO GABRIEL JOVITA,12
177,31140830,2.7,EE SAO VICENTE DE PAULO,Minas Gerais,MG,Sudeste,Curvelo,JD PARAISO,35794088,RUA CANAA,60
178,31140848,3.7,EE IRMA RAIMUNDA MARQUES,Minas Gerais,MG,Sudeste,Curvelo,ESPERANCA,35796604,RUA JUSTINIANO GONCALVES AGUIAR,0
179,31368288,6.3,COLEGIO TIRADENTES PMMG - UNIDADE CURVELO,Minas Gerais,MG,Sudeste,Curvelo,RESIDENCIAL CAMPESTRE,35790001,AVENIDA LUIZ PINTOR,45
180,31023698,3.9,EE JOAO HERMENEGILDO CALDEIRA,Minas Gerais,MG,Sudeste,Datas,CENTRO,39130000,AVENIDA JOSE DE MAGALHAES PINTO,270
181,31055000,4.6,EE MARQUES DE SAPUCAI,Minas Gerais,MG,Sudeste,Delfim Moreira,CENTRO,37514000,R PAULINO DE FARIA,0
182,31193852,4.8,EE NOSSA SENHORA DE FATIMA,Minas Gerais,MG,Sudeste,Desterro de Entre Rios,CENTRO,35494000,PRACA AARAO LIMA,10
183,31015652,5.3,EE PROFESSOR JAIME CALMETO,Minas Gerais,MG,Sudeste,Desterro do Melo,CENTRO,36210000,AL DOM OSCAR DE OLIVEIRA,31
184,31023884,4.3,EE DONA GUIDINHA,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39113000,PCA DA MATRIZ,0
185,31023949,4.1,EE GOVERNADOR JUSCELINO KUBITSCHEK,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39110000,R DO DISTRITO,40
186,31023957,3.8,EE ARTUR TIBAES,Minas Gerais,MG,Sudeste,Diamantina,CENTRO,39112000,R DAS MERCES,0
187,31102831,4.4,EE DONA JACY FRANCISCA GARCIA,Minas Gerais,MG,Sudeste,Dionísio,BAIXA VERDE,35984000,RUA DICAO RAIMUNDO G FREITAS,146
188,31102873,5,EE JOSE MARTINS DRUMOND,Minas Gerais,MG,Sudeste,Dionísio,CENTRO,35984000,R TABELIAO JOSE CERQUEIRA DE ARAUJO,95
189,31097632,5,EE VEREADOR JOSE DE SOUZA GOMES,Minas Gerais,MG,Sudeste,Divino,CENTRO,36825000,RUA PRINCIPAL,50
190,31042412,4.7,EE FRANCISCO DE SOUZA RESENDE,Minas Gerais,MG,Sudeste,Divino das Laranjeiras,CENTRO,35265000,AV MINAS GERAIS,146
191,31033014,4.3,EE ARMANDO NOGUEIRA SOARES,Minas Gerais,MG,Sudeste,Divinópolis,SAO JOSE,35501245,R CARBONITA,1240
192,31033154,5.1,EE DONA ANTONIA VALADARES,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35500011,AVENIDA SETE DE SETEMBRO,669
193,31033201,5.3,EE JOAQUIM NABUCO,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35500002,AV PRIMEIRO DE JUNHO,570
194,31033227,4.5,EE LAURO EPIFANIO,Minas Gerais,MG,Sudeste,Divinópolis,INTERLAGOS,35500491,AV DOLORES DE AGUIAR RABELO,651
195,31033260,4.6,EE MONSENHOR DOMINGOS,Minas Gerais,MG,Sudeste,Divinópolis,SANTA CLARA,35500071,AVENIDA ANTONIO OLIMPIO DE MORAIS,1441
196,31033341,4.8,EE PROFESSOR CHICO DIAS,Minas Gerais,MG,Sudeste,Divinópolis,DANILO PASSOS II,35500320,R JOAQUIM JOSE FERREIRA,71
197,31033405,5,EE ILIDIO DA COSTA PEREIRA,Minas Gerais,MG,Sudeste,Divinópolis,ALVORADA,35500148,R ITAMARANDIBA,1451
198,31033421,4.5,EE ANTONIO BELARMINO GOMES,Minas Gerais,MG,Sudeste,Divinópolis,CENTRO,35505000,RUA ALBERTO COIMBRA,131
199,31042609,4.3,EE ANGELO RIBEIRO MIRANDA,Minas Gerais,MG,Sudeste,Dom Joaquim,CENTRO,35868000,PCA ANTONIO PEDRO DE FIGUEIREDO,5
200,31128678,4.4,EE PRESIDENTE TANCREDO NEVES,Minas Gerais,MG,Sudeste,Dom Silvério,CENTRO,35440000,PRACA SAO VICENTE DE PAULA,114
201,31305375,5.3,EE CONEGO JOSE DIVINO,Minas Gerais,MG,Sudeste,Dom Viçoso,CENTRO,37474000,R CUSTODIO TEODORO RIBEIRO DE CARVALHO,59
202,31180831,4.4,EE CORINA VIEIRA HENRIQUES,Minas Gerais,MG,Sudeste,Dona Euzébia,CENTRO,36787000,R JOSE GONCALVES DE SOUZA,0
203,31133973,4.4,EE DUQUE DE CAXIAS,Minas Gerais,MG,Sudeste,Dores de Campos,CENTRO,36213000,AV GETULIO VARGAS,208
204,31180858,4.7,EE TEREZINHA PEREIRA,Minas Gerais,MG,Sudeste,Dores do Turvo,CENTRO,36513000,R UMBELINA MAROTTA,190
205,31115177,4.6,EE STA TEREZINHA,Minas Gerais,MG,Sudeste,Doresópolis,CENTRO,37926000,R PEDRO DA COSTA LOPES,164
206,31307980,3.9,EE ANITA RAMOS,Minas Gerais,MG,Sudeste,Douradoquara,CENTRO,38530000,TRAV JOSE BONIFACIO,200
207,31172618,3.9,EE PROFESSORA NORMA DE BRITO PIEDADE MARTINS,Minas Gerais,MG,Sudeste,Elói Mendes,NOSSA SENHORA APARECIDA,37110000,RUA PERNAMBUCO,292
208,31019534,5.1,EE DOUTOR JOSE AUGUSTO,Minas Gerais,MG,Sudeste,Entre Folhas,CENTRO,35324000,R JOAQUIM FRANCO,47
209,31193925,5.5,EE EXPEDICIONARIO GERALDO BAETA,Minas Gerais,MG,Sudeste,Entre Rios de Minas,POV DE CASTRO,35490000,AV SOCRATES MACHADO 1,728
210,31193950,4.2,EE PEDRO DOMINGUES,Minas Gerais,MG,Sudeste,Entre Rios de Minas,SENHOR DOS PASSOS,35490000,R LUCY FARIA,60
211,31218383,3.6,EE DOM RODOLFO,Minas Gerais,MG,Sudeste,Entre Rios de Minas,STA EFIGENIA,35490000,R FRANCISCO MARZANO,87
212,31008931,4.5,EE SAO TOMAZ DE AQUINO,Minas Gerais,MG,Sudeste,Esmeraldas,CARACOIS DE BAIXO,32808566,PRACA SANTO ANTONIO,82
213,31055093,4.4,EE CONEGO FRANCISCO STELLA,Minas Gerais,MG,Sudeste,Estiva,CENTRO,37542000,R DEP CRISTOVAO CHIARADIAS,181
214,31033502,4,EE PROFESSOR ANTONIO RIBEIRO,Minas Gerais,MG,Sudeste,Estrela do Indaiá,CENTRO,35613000,RUA DOM PEDRO I,160
215,31200484,4.2,EE ROBERT KENNEDY,Minas Gerais,MG,Sudeste,Estrela do Sul,CENTRO,38525000,R PROF BASTOS,164
216,31200531,4.6,EE DE DOLEARINA,Minas Gerais,MG,Sudeste,Estrela do Sul,CENTRO,38525000,R MANOEL LAFAIETE DE RESENDE,364
217,31055123,4.2,EE ALFREDO OLIVOTTI,Minas Gerais,MG,Sudeste,Extrema,CENTRO,37640000,R JOAO MENDES,171
218,31023981,4.3,EE FELICIO DOS SANTOS,Minas Gerais,MG,Sudeste,Felício dos Santos,CENTRO,39180000,R TAMBORIL,20
219,31097292,4.3,EE SAO PEDRO DO GLORIA,Minas Gerais,MG,Sudeste,Fervedouro,CENTRO,36819000,PCA SILVINO NAZARE,71
220,31115207,5.3,EE PROFESSOR JOAQUIM RODARTE,Minas Gerais,MG,Sudeste,Formiga,CENTRO,35570024,RUA BERNARDES DE FARIA,60
221,31115223,3.8,EE PROFESSOR TONICO LEITE,Minas Gerais,MG,Sudeste,Formiga,SAO GERALDO,35576192,RUA IDES EDSON DE RESENDE,0
222,31205559,3.9,EE NOSSA SENHORA DE ABADIA,Minas Gerais,MG,Sudeste,Formoso,CENTRO,38690000,R JANUARIA,0
223,31024031,4.6,EE CONEGO FIGUEIRO,Minas Gerais,MG,Sudeste,Francisco Badaró,DE FATIMA,39644000,AV BELO HORIZONTE,0
224,31158941,3.9,EE VICENTE MACEDO,Minas Gerais,MG,Sudeste,Frutal,ALTO BOA VISTA,38202070,R QUATRO DE OUTUBRO,1020
225,31319201,4.8,EE PRESIDENTE TANCREDO NEVES,Minas Gerais,MG,Sudeste,Frutal,CENTRO,38202058,R BENEDITO DE DEUS,190
226,31141038,3.8,EE ALUISIO FERREIRA DE SOUZA,Minas Gerais,MG,Sudeste,Funilândia,CENTRO,35736000,R TRISTAO VIEIRA,0
227,31081221,3.8,EE DE GAMELEIRA,Minas Gerais,MG,Sudeste,Gameleiras,CENTRO,39505000,PCA MENINO JESUS,539
228,31080730,3.8,EE ANTONIO PIMENTA,Minas Gerais,MG,Sudeste,Glaucilândia,CENTRO,39592000,PCA GASPARINO MAIA,210
229,31080748,4.7,EE MARIA CARNEIRO DA CRUZ,Minas Gerais,MG,Sudeste,Glaucilândia,POV DE RIO DAS PEDRAS,39592000,R DA CULTURA,111
230,31069574,4.3,EE TOLOMEU CASALI,Minas Gerais,MG,Sudeste,Goianá,SAO SEBASTIAO,36152000,R ANTALCIDAS REZENDE,145
231,31024163,4.1,EE CIRO RIBAS,Minas Gerais,MG,Sudeste,Gouveia,CENTRO,39120000,AVENIDA HENRIQUE MOREIRA,50
232,31043222,4.3,EE PEDRO RIBEIRO CAVALCANTE FILHO,Minas Gerais,MG,Sudeste,Governador Valadares,STA RITA,35040560,AV WASHINGTON LUIZ 1,2401
233,31043371,5.9,COLEGIO TIRADENTES PMMG,Minas Gerais,MG,Sudeste,Governador Valadares,LOURDES,35030330,RUA MARECHAL FLORIANO,2781
234,31354716,3.5,EE CECILIA MEIRELES,Minas Gerais,MG,Sudeste,Governador Valadares,TURMALINA,35052806,R ESCUMILHA,95
235,31200549,4.4,EE CORONEL JOSE FALEIROS DE AGUIAR,Minas Gerais,MG,Sudeste,Grupiara,CENTRO,38470000,PRACA SAO SEBASTIAO,76
236,31043681,3.9,EE TENENTE JOSE COELHO DA ROCHA,Minas Gerais,MG,Sudeste,Guanhães,CENTRO,39740000,RUA SAO JOSE,353
237,31137146,4.3,EE GERALDO RIBEIRO DIAS,Minas Gerais,MG,Sudeste,Guaranésia,CENTRO,37815000,PCA CEL JOSE GABRIEL PINHEIRO,173
238,31330558,4.9,EE PROFESSOR IRINEU GUIMARAES,Minas Gerais,MG,Sudeste,Guarará,CENTRO,36606000,R PROF LUIZ VIANNA,50
239,31108481,4.1,EE DOUTOR ANTONIO RIBEIRO,Minas Gerais,MG,Sudeste,Guarda-Mor,CENTRO,38570000,R GOIAS,60
240,31137235,4.3,EE DOUTOR BENEDITO LEITE RIBEIRO,Minas Gerais,MG,Sudeste,Guaxupé,CENTRO,37800000,R DOM RANULFO,250
241,31181137,4.9,EE MARIANA DE PAIVA,Minas Gerais,MG,Sudeste,Guidoval,CENTRO,36515000,RUA PADRE BAIAO,620
242,31198943,4.1,EE IRMAOS GUIMARAES,Minas Gerais,MG,Sudeste,Guimarânia,CENTRO,38730000,R GUIMARAES,866
243,31020354,4.3,EE FREI MARCELINO DE MILAO,Minas Gerais,MG,Sudeste,Iapu,CENTRO,35190000,RUA FARMACEUTICO JAIME MAFRA,170
244,31159107,3.8,EM PEDRO ALVES DE PAIVA,Minas Gerais,MG,Sudeste,Ibiá,CENTRO,38950000,PRACA MARIO ALVES DE PAIVA,176
245,31063576,4,EE MARIA BARBOSA LEITE,Minas Gerais,MG,Sudeste,Ibiracatu,CENTRO,39455000,R HENRIQUE FERREIRA,100
246,31137341,4.1,EE DE IBIRACI,Minas Gerais,MG,Sudeste,Ibiraci,ALTO DA BOA VISTA,37990000,R WALDOMIRO MAGALHAES,2
247,31279293,4.4,EE CALIMERIA SILVEIRA,Minas Gerais,MG,Sudeste,Ibitiúra de Minas,CENTRO,37790000,R ANTONIO PINTO DE CARVALHO,227
248,31134007,3.7,EE PROFESSOR JULIO BUENO,Minas Gerais,MG,Sudeste,Ibituruna,CENTRO,37223000,R SETE DE SETEMBRO,159
249,31033634,4.9,EE DONA AMANDA PINHEIRO SENNA,Minas Gerais,MG,Sudeste,Igaratinga,CENTRO,35698000,PCA N SRA DAS DORES,151
250,31172804,4.5,EE NOSSA SENHORA APARECIDA,Minas Gerais,MG,Sudeste,Ilicínea,CENTRO,37175000,RUA DOZE DE OUTUBRO,198
251,31019615,4.2,EE MANOEL JOAQUIM TEODORO,Minas Gerais,MG,Sudeste,Imbé de Minas,CENTRO,35323000,AVENIDA JOSE CALAZANS,178
252,31082261,4.1,EE JOAQUIM VIEIRA,Minas Gerais,MG,Sudeste,Indaiabira,CENTRO,39536000,R PROF JOSE MIGDONIO,90
253,31134104,4.2,EE RAMIRO DE SOUZA ANDRADE,Minas Gerais,MG,Sudeste,Ingaí,CENTRO,37215000,RUA AURELIANO DE SOUZA PINTO,500
254,31020419,4.4,EE ALBERTO AZEVEDO,Minas Gerais,MG,Sudeste,Inhapim,CENTRO,35330000,R ALBERTO AZEVEDO,367
255,31020591,3.9,EE JOSE CHAGAS,Minas Gerais,MG,Sudeste,Inhapim,POV DO BOM JESUS DO RIO PRETO,35331970,RUA ANTONIO F DA COSTA,112
256,31019909,4.6,EE EMILIA CABRAL MOTA,Minas Gerais,MG,Sudeste,Ipaba,POVOADO DO VALE VERDE,35198000,RUA TRINTA E TRES,121
257,31020729,4.6,EE CORONEL CALHAU,Minas Gerais,MG,Sudeste,Ipanema,CENTRO,36950000,AVENIDA SETE DE SETEMBRO,1410
258,31191060,5.3,EE JOAO XXIII,Minas Gerais,MG,Sudeste,Ipatinga,IGUACU,35162535,RUA PEDRA BONITA,100
259,31191086,4.3,EE MANOEL IZIDIO,Minas Gerais,MG,Sudeste,Ipatinga,CENTRO,35160003,AVENIDA JOAO VALENTIM PASCOAL,865
260,31191124,5.2,EE MAURILIO ALBANESE NOVAES,Minas Gerais,MG,Sudeste,Ipatinga,BELA VISTA,35160192,RUA ITABIRITO,0
261,31191132,5.9,COLEGIO TIRADENTES PMMG,Minas Gerais,MG,Sudeste,Ipatinga,CENTRO,35160039,RUA CAXAMBU,61
262,31196517,4.3,EE BENEDITO WALDEMAR DA SILVA,Minas Gerais,MG,Sudeste,Ipiaçu,CENTRO,38350000,AV MILTON CAMPOS,600
263,31198960,4.4,EE PADRE EUSTAQUIO,Minas Gerais,MG,Sudeste,Iraí de Minas,CAMPESTRE,38510000,RUA ANTONIO CANDIDO DE OLIVEIRA,200
264,31370002,5.5,COLEGIO TIRADENTES DA PMMG - CTPM - UNIDADE DOUTOR JOSE DE GRISOLIA,Minas Gerais,MG,Sudeste,Itabira,AMAZONAS,35900381,R ESPIRITO SANTO,133
265,31033740,4.2,EE ALVIM RODRIGUES DO PRADO,Minas Gerais,MG,Sudeste,Itaguara,CENTRO,35488000,RUA CLAUDIO,81
266,31055301,4.6,EE BARAO DO RIO BRANCO,Minas Gerais,MG,Sudeste,Itajubá,IMBEL,37501348,VILA MESTRE SEBASTIAO ERNESTO COELHO,0
267,31055425,4.4,EE JOAO XXIII,Minas Gerais,MG,Sudeste,Itajubá,VARGINHA,37501144,R JOSE JOAQUIM,0
268,31055441,4.7,EE PROFESSOR ANTONIO RODRIGUES D OLIVEIRA,Minas Gerais,MG,Sudeste,Itajubá,ESTIVA,37500224,R ANTONIO SILVA BRANCO,0
269,31024210,4.5,EE SAO JOAO BATISTA,Minas Gerais,MG,Sudeste,Itamarandiba,CENTRO,39670000,TRAVESSA CESARIO ALVIM,111
270,31024228,4.7,EE MESTRE JOAO SILVERIO,Minas Gerais,MG,Sudeste,Itamarandiba,SAO GERALDO,39670000,RUA SAO PAULO,212
271,31217611,4.1,EE MESTRA BEZINHA GANDRA,Minas Gerais,MG,Sudeste,Itamarandiba,FLORESTAL,39670000,RUA SEIS QUADRA O,523
272,31305324,4,EE ISA MORAES FREITAS,Minas Gerais,MG,Sudeste,Itamarati de Minas,CENTRO,36788000,AVENIDA CORONEL ARAUJO PORTO,439
273,31146901,3.8,EE IRMAOS FERNANDES,Minas Gerais,MG,Sudeste,Itaobim,ALVORADA,39625000,R ESMERALDINA FRANCO,305
274,31202762,4,EE IMACULADA CONCEICAO,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35550000,AV SEVERO AUGUSTO,455
275,31202797,4.9,EE PADRE HERCULANO PAZ,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35550000,R JUSCELINO KUBITSCHEK,166
276,31202843,3.9,EE LAMOUNIER GODOFREDO,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35551000,PCA NECESIO PEDRO DOS REIS,340
277,31202851,4.6,EE CARMELO MESQUITA,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35553000,R JOAQUIM ATANASIO TEIXEIRA,408
278,31202860,4.3,EE PEDRO LUIZ,Minas Gerais,MG,Sudeste,Itapecerica,CENTRO,35552000,PCA BRIGIDA MARIA DO NASCIMENTO,159
279,31240800,4.4,EE ARY PIMENTA BUGELLI,Minas Gerais,MG,Sudeste,Itaú de Minas,CENTRO,37975000,R DR JOSE BALBINO,469
280,31033855,4.4,EE MANOEL DA COSTA REZENDE,Minas Gerais,MG,Sudeste,Itaúna,VARZEA DE OLARIA,35680119,RUA PEDRO DE QUEIROZ,2918
281,31033880,5.1,EE VICTOR GONCALVES DE SOUZA,Minas Gerais,MG,Sudeste,Itaúna,PADRE EUSTAQUIO,35680150,RUA MARMORE,629
282,31033901,4.5,EE DO BAIRRO SAO GERALDO,Minas Gerais,MG,Sudeste,Itaúna,SAO GERALDO,35680458,RUA DAS VIOLETAS,41
283,31033952,4.6,EE DOUTOR JOSE GONCALVES,Minas Gerais,MG,Sudeste,Itaúna,GARCIAS,35681009,PRACA ALFREDO GONCALVES DE SOUZA,150
284,31305642,4.3,EE PROFESSORA GILKA DRUMOND DE FARIA,Minas Gerais,MG,Sudeste,Itaúna,LOURDES,35680205,RUA NONO VENTURA,391
285,31193992,4.2,EE CONSELHEIRO ANTAO,Minas Gerais,MG,Sudeste,Itaverava,CENTRO,36440000,R FRANCISCO COLETA,250
286,31146978,3.7,EE DO POVOADO DE TAQUARAL,Minas Gerais,MG,Sudeste,Itinga,POV DE TAQUARAL,39610000,AV ITINGA,471
287,31159182,4.1,EE NOSSA SENHORA DE LOURDES,Minas Gerais,MG,Sudeste,Iturama,CENTRO,38280000,RUA RIO BONITO,632
288,31159212,4.4,EE TIRADENTES,Minas Gerais,MG,Sudeste,Iturama,TIRADENTES,38280000,RUA D,516
289,31009296,5.2,EE CARDEAL ARCOVERDE,Minas Gerais,MG,Sudeste,Jaboticatubas,CENTRO,35830000,R MELO VIANA,372
290,31009334,4.4,EE DOUTOR EDUARDO GOES FILHO,Minas Gerais,MG,Sudeste,Jaboticatubas,CENTRO,35835000,R RUI BARBOSA,324
291,31184764,3.8,EE ALIPIO DE MORAES,Minas Gerais,MG,Sudeste,Jacinto,CENTRO,39933000,R FULGENCIO ALMEIDA,687
292,31062511,4,EE CONEGO RAMIRO LEITE,Minas Gerais,MG,Sudeste,Januária,CONJ HAB BOTAFOGO,39482000,RUA A,0
293,31194042,4.3,EE SANTOS REIS,Minas Gerais,MG,Sudeste,Jeceaba,CENTRO,35498000,RUA JOAO MARCIANO DA ROCHA,0
294,31172961,4.9,EE JOAO DE ALMEIDA LISBOA,Minas Gerais,MG,Sudeste,Jesuânia,CENTRO,37485000,R ERNESTO RODRIGUES DA SILVA,83
295,31103420,3.8,EE DONA JENNY FARIA,Minas Gerais,MG,Sudeste,João Monlevade,CARNEIRINHOS,35930003,AV GETULIO VARGAS,4982
296,31103489,5.4,EE LUIZ PRISCO DE BRAGA,Minas Gerais,MG,Sudeste,João Monlevade,LOURDES,35930057,R RAPOSOS,97
297,31108511,3.9,EE CAPITAO SPERIDIAO,Minas Gerais,MG,Sudeste,João Pinheiro,CENTRO,38770000,RUA VINTE E UM DE ABRIL,115
298,31220671,3.6,EE JOSE ROMERO DA SILVEIRA,Minas Gerais,MG,Sudeste,João Pinheiro,SANTA CRUZ,38770000,RUA IZIDORIO NICOLAU DE ARAUJO,611
299,31141178,4.7,EE NOSSA SENHORA DAS DORES,Minas Gerais,MG,Sudeste,Joaquim Felício,CENTRO,39240000,AV GETULIO VARGAS,150
300,31009351,4.5,EE CORONEL JOSE NUNES MELO JUNIOR,Minas Gerais,MG,Sudeste,Nova União,CENTRO,34990000,RUA COROLINO MACHADO,260
301,31063011,2.9,EE DE MONTE REI,Minas Gerais,MG,Sudeste,Juvenília,CENTRO,39468000,R PARDAL,373
302,31118583,4.3,EE AMERICO ALVES,Minas Gerais,MG,Sudeste,Lagamar,BRASIL,38785000,RUA RONDONIA,30
303,31034045,4,EE CHICO REZENDE,Minas Gerais,MG,Sudeste,Lagoa da Prata,MARILIA,35592266,RUA SAMUEL BERNARDES,150
304,31034100,5.3,EE VIRGINIO PERILLO,Minas Gerais,MG,Sudeste,Lagoa da Prata,MARILIA,35592214,AVENIDA JOSE BERNARDES MACIEL,471
305,31305600,5.2,EE ABEILARD PEREIRA,Minas Gerais,MG,Sudeste,Lagoa Dourada,CENTRO,36345000,R DR ABEILARD PEREIRA,259
306,31118656,4.7,EE CORONEL CRISTIANO,Minas Gerais,MG,Sudeste,Lagoa Formosa,CENTRO,38720000,PRACA NOSSA SENHORA DA PIEDADE,135
307,31118664,5.2,EE NOSSA SENHORA DA PIEDADE,Minas Gerais,MG,Sudeste,Lagoa Formosa,CENTRO,38720000,RUA JOAO PACHECO,620
308,31118672,5.8,EE JOSE MARCIANO BRANDAO,Minas Gerais,MG,Sudeste,Lagoa Formosa,CENTRO,38722000,RUA CAMPINA VERDE,555
309,31009407,4.6,EE NILO MAURICIO TRINDADE FIGUEIREDO,Minas Gerais,MG,Sudeste,Lagoa Santa,LUNDCEIA,33239088,AV DR ANTONIO DE ABREU JUNIOR,381
310,31172987,5.3,EE PROFESSORA MARIA RITA LISBOA PEREIRA SANTORO,Minas Gerais,MG,Sudeste,Lambari,CENTRO,37480000,RUA DOUTOR AMERICO WERNECK,116
311,31194107,4.4,EE NAPOLEAO REIS,Minas Gerais,MG,Sudeste,Lamim,CENTRO,36455000,R SOUZA REGO,15
312,31098060,4.3,EE CORONEL FRANCISCO GAMA,Minas Gerais,MG,Sudeste,Laranjal,CENTRO,36760000,RUA PADRE TEOFILO DE SOUZA,78
313,31202975,4.1,EE DOUTOR JOAO BATISTA HERMETO,Minas Gerais,MG,Sudeste,Lavras,SERRA AZUL,37207670,RUA JAIR FERREIRA,285
314,31203122,6.2,COLEGIO TIRADENTES PMMG,Minas Gerais,MG,Sudeste,Lavras,JARDIM FLORESTA,37206656,RUA COMANDANTE NELIO,247
315,31217743,4.8,EE CINIRA CARVALHO,Minas Gerais,MG,Sudeste,Lavras,SANTA EFIGENIA,37206694,RUA AUGUSTO VIEIRA SILVA,440
316,31024562,4.3,EE PROFESSORA FLORA BRASILEIRA PIRES CESAR,Minas Gerais,MG,Sudeste,Leme do Prado,POV ACAUA,39655000,R TURMALINA,68
317,31068969,4.3,EE FREI JOSE WULFF,Minas Gerais,MG,Sudeste,Liberdade,SANTA RITA DE CASSIA,37350000,RUA CHIQUITO BARBOSA,216
318,31082678,4.2,EE GUIMARAES ROSA,Minas Gerais,MG,Sudeste,Lontra,CENTRO,39437000,AV MONTES CLAROS,445
319,31134287,4.5,EE PROFESSOR FABREGAS,Minas Gerais,MG,Sudeste,Luminárias,CENTRO,37240000,RUA PRESIDENTE TANCREDO DE ALMEIDA NEVES,114
320,31173061,4.2,EE IRACEMA RODRIGUES,Minas Gerais,MG,Sudeste,Machado,CENTRO,37750000,RUA IRMAO ARNALDO ISIDORO,500
321,31034274,3.7,EE PROFESSOR FRANCISCO TIBURCIO,Minas Gerais,MG,Sudeste,Maravilhas,CENTRO,35666000,PCA JOSE ANICETO,0
322,31055743,4.6,EE SAO JOSE,Minas Gerais,MG,Sudeste,Maria da Fé,CENTRO,37518000,PCA DA IGREJA,0
323,31106275,3.8,EE DOM BENEVIDES,Minas Gerais,MG,Sudeste,Mariana,CENTRO,35426060,PCA DOM BENEVIDES,23
324,31356808,4.1,EE JOAO RAMOS FILHO,Minas Gerais,MG,Sudeste,Mariana,CABANAS,35426321,RUA DIAMANTINA,751
325,31322539,3.9,EE PREFEITO WALTER TREZZA,Minas Gerais,MG,Sudeste,Maripá de Minas,CENTRO,36608000,R DOMINGOS ANTONIO DE OLIVEIRA,43
326,31055751,4.9,EE ALBANO DE OLIVEIRA,Minas Gerais,MG,Sudeste,Marmelópolis,CENTRO,37516000,R DEP MANOEL COSTA,297
327,31034347,4.1,EE PADRE NONO,Minas Gerais,MG,Sudeste,Martinho Campos,CENTRO,35607000,RUA CRISTOVAO ALVES DA SILVA,475
328,31044580,4.2,EE RAIMUNDO DECO,Minas Gerais,MG,Sudeste,Materlândia,CENTRO,39755000,PRACA DOUTOR FRANCELINO PEREIRA,209
329,31034401,4.9,EE MANOEL ANTONIO DE SOUSA,Minas Gerais,MG,Sudeste,Mateus Leme,CENTRO,35672000,PRACA GETULIO VARGAS,25
330,31080853,3.8,EE IONE SILVEIRA MENDES,Minas Gerais,MG,Sudeste,Mato Verde,SAO BENTO,39527000,RUA JOAO FARIAS,250
331,31141194,4.7,EE BENTO GONCALVES,Minas Gerais,MG,Sudeste,Matozinhos,CENTRO,35720000,AV BENTO GONCALVES,142
332,31141216,4.6,EE VISCONDE DO RIO DAS VELHAS,Minas Gerais,MG,Sudeste,Matozinhos,CENTRO,35720000,AV CAIO MARTINS,87
333,31141259,4.1,EE HERMELITA SOARES HORTA,Minas Gerais,MG,Sudeste,Matozinhos,BOM JESUS,35720000,R BOLIVIA,316
334,31141275,4.1,EE FELICIA FERNANDES CAMPOS,Minas Gerais,MG,Sudeste,Matozinhos,CENTRO,35725000,R DOMINGOS GOMES FERREIRA,254
